Date,Heure,Tag,Alarm
2022/02/01 03:00:00.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    NR
2022/02/01 03:00:02.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   38.9 %    LO   Recover
2022/02/01 03:00:03.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     NR
2022/02/01 03:00:05.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   34.2 %    LO
2022/02/01 03:00:06.290 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   34.5 %    LO
2022/02/01 03:00:08.290 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   34.7 %    LO
2022/02/01 03:00:25.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   34.4 %    LO
2022/02/01 03:00:29.090 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   39.1 %    LO   Recover
2022/02/01 03:00:29.290 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    NR
2022/02/01 03:00:30.090 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   39.4 %    LO   Recover
2022/02/01 03:00:30.340 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    NR
2022/02/01 03:00:32.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   39.5 %    LO   Recover
2022/02/01 03:00:35.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    NR
2022/02/01 03:00:43.140 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   39.3 %    LO   Recover
2022/02/01 03:00:45.140 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     NR
2022/02/01 03:00:47.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   33.6 %    LO
2022/02/01 03:00:49.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   33.7 %    LO
2022/02/01 03:00:50.090 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   33.9 %    LO
2022/02/01 03:00:51.090 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   33.7 %    LO
2022/02/01 03:00:55.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   37.5 %    LO   Recover
2022/02/01 03:00:56.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    NR
2022/02/01 03:01:18.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   37.0 %    LO   Recover
2022/02/01 03:01:19.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    NR
2022/02/01 03:01:25.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   37.1 %    LO   Recover
2022/02/01 03:01:27.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     NR
2022/02/01 03:01:39.340 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   48.5 %    LO   Recover
2022/02/01 03:01:40.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    NR
2022/02/01 03:01:41.290 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   34.5 %    LO
2022/02/01 03:01:42.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   34.5 %    LO
2022/02/01 03:01:45.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   34.7 %    LO
2022/02/01 03:01:47.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   34.5 %    LO
2022/02/01 03:01:49.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   37.3 %    LO   Recover
2022/02/01 03:01:52.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    NR
2022/02/01 03:01:53.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   37.3 %    LO   Recover
2022/02/01 03:01:55.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    NR
2022/02/01 03:02:00.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   37.6 %    LO   Recover
2022/02/01 03:02:08.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    NR
2022/02/01 03:02:11.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   37.4 %    LO   Recover
2022/02/01 03:02:12.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     NR
2022/02/01 03:02:31.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   33.6 %    LO
2022/02/01 03:02:34.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   33.6 %    LO
2022/02/01 03:02:36.140 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   33.7 %    LO
2022/02/01 03:02:40.140 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   33.6 %    LO
2022/02/01 03:02:40.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   39.0 %    LO   Recover
2022/02/01 03:02:44.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    NR
2022/02/01 03:02:46.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   40.2 %    LO   Recover
2022/02/01 03:02:56.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    NR
2022/02/01 03:02:58.140 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   39.5 %    LO   Recover
2022/02/01 03:02:59.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    NR
2022/02/01 03:02:59.090 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   39.5 %    LO   Recover
2022/02/01 03:03:01.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     NR
2022/02/01 03:03:01.140 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   32.4 %    LO
2022/02/01 03:03:03.090 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   32.4 %    LO
2022/02/01 03:03:04.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   32.7 %    LO
2022/02/01 03:03:05.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   32.5 %    LO
2022/02/01 03:03:05.290 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   38.8 %    LO   Recover
2022/02/01 03:03:08.290 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    NR
2022/02/01 03:03:15.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   40.1 %    LO   Recover
2022/02/01 03:03:16.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    NR
2022/02/01 03:03:18.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   39.0 %    LO   Recover
2022/02/01 03:03:23.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    NR
2022/02/01 03:03:29.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   39.3 %    LO   Recover
2022/02/01 03:03:31.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     NR
2022/02/01 03:03:36.140 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       PV  =   39.9 %    LO
2022/02/01 03:03:37.090 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       PV  =   39.9 %    LO
2022/02/01 03:03:38.040 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       PV  =   42.3 %    LO   Recover
2022/02/01 03:03:39.040 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       NR
2022/02/01 03:03:44.140 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       PV  =   42.3 %    LO   Recover
2022/02/01 03:03:45.090 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       NR
2022/02/01 03:03:49.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   33.8 %    LO
2022/02/01 03:03:52.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   34.1 %    LO
2022/02/01 03:03:54.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   34.7 %    LO
2022/02/01 03:03:56.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   34.2 %    LO
2022/02/01 03:03:57.140 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   43.2 %    LO   Recover
2022/02/01 03:03:58.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    NR
2022/02/01 03:03:58.090 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   44.3 %    LO   Recover
2022/02/01 03:03:59.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    NR
2022/02/01 03:04:09.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   43.7 %    LO   Recover
2022/02/01 03:04:10.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    NR
2022/02/01 03:04:19.140 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   43.7 %    LO   Recover
2022/02/01 03:04:22.140 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     NR
2022/02/01 03:04:28.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   32.6 %    LO
2022/02/01 03:04:29.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   33.1 %    LO
2022/02/01 03:04:34.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   32.9 %    LO
2022/02/01 03:04:37.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   32.8 %    LO
2022/02/01 03:04:41.040 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       PV  =   39.9 %    LO
2022/02/01 03:04:44.040 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       PV  =   39.9 %    LO
2022/02/01 03:04:48.090 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   42.3 %    LO   Recover
2022/02/01 03:04:49.140 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    NR
2022/02/01 03:04:51.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   43.5 %    LO   Recover
2022/02/01 03:04:52.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    NR
2022/02/01 03:05:02.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   42.5 %    LO   Recover
2022/02/01 03:05:03.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    NR
2022/02/01 03:05:06.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   42.7 %    LO   Recover
2022/02/01 03:05:08.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     NR
2022/02/01 03:05:08.090 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       PV  =   42.3 %    LO   Recover
2022/02/01 03:05:09.090 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       NR
2022/02/01 03:05:11.040 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       PV  =   42.3 %    LO   Recover
2022/02/01 03:05:15.040 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       NR
2022/02/01 03:05:19.140 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       PV  =   39.6 %    LO
2022/02/01 03:05:20.040 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       PV  =   39.6 %    LO
2022/02/01 03:05:20.140 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       PV  =   42.2 %    LO   Recover
2022/02/01 03:05:22.040 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       NR
2022/02/01 03:05:26.040 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       PV  =   42.2 %    LO   Recover
2022/02/01 03:05:28.040 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       NR
2022/02/01 03:05:30.040 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       PV  =   39.7 %    LO
2022/02/01 03:05:31.040 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       PV  =   39.7 %    LO
2022/02/01 03:05:36.040 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       PV  =   42.2 %    LO   Recover
2022/02/01 03:05:42.040 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       NR
2022/02/01 03:05:55.040 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       PV  =   42.2 %    LO   Recover
2022/02/01 03:05:58.040 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       NR
2022/02/01 03:06:01.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   31.6 %    LO
2022/02/01 03:06:02.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   32.1 %    LO
2022/02/01 03:06:02.090 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   32.0 %    LO
2022/02/01 03:06:03.140 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   31.9 %    LO
2022/02/01 03:06:07.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   37.1 %    LO   Recover
2022/02/01 03:06:08.090 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    NR
2022/02/01 03:06:09.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   37.5 %    LO   Recover
2022/02/01 03:06:11.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    NR
2022/02/01 03:06:11.090 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   37.1 %    LO   Recover
2022/02/01 03:06:12.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     NR
2022/02/01 03:06:14.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   46.6 %    LO   Recover
2022/02/01 03:06:15.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    NR
2022/02/01 03:06:16.140 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       PV  =   39.6 %    LO
2022/02/01 03:06:17.040 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       PV  =   39.6 %    LO
2022/02/01 03:06:17.140 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   34.0 %    LO
2022/02/01 03:06:20.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   33.8 %    LO
2022/02/01 03:06:22.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   34.0 %    LO
2022/02/01 03:06:23.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   33.9 %    LO
2022/02/01 03:07:11.040 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       PV  =   42.1 %    LO   Recover
2022/02/01 03:07:12.040 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       NR
2022/02/01 03:07:14.040 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       PV  =   42.1 %    LO   Recover
2022/02/01 03:07:14.340 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       NR
2022/02/01 03:07:16.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   44.7 %    LO   Recover
2022/02/01 03:07:16.290 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    NR
2022/02/01 03:07:22.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   45.8 %    LO   Recover
2022/02/01 03:07:23.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    NR
2022/02/01 03:07:33.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   44.8 %    LO   Recover
2022/02/01 03:07:37.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    NR
2022/02/01 03:07:39.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   45.1 %    LO   Recover
2022/02/01 03:07:41.290 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     NR
2022/02/01 03:07:43.290 +01:00,3:02:00,1051LIC5304B,1051LIC5304B STEAM DRUM   LEVEL       PV  =   39.9 %    LO
2022/02/01 03:07:44.290 +01:00,3:02:00,1051LIC5304A,1051LIC5304A STEAM DRUM   LEVEL       PV  =   39.9 %    LO
2022/02/01 03:07:46.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   32.0 %    LO
2022/02/01 03:07:46.340 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   32.1 %    LO
2022/02/01 03:07:54.140 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   32.8 %    LO
2022/02/01 03:07:55.090 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   32.3 %    LO
2022/02/01 03:07:59.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   40.5 %    LO   Recover
2022/02/01 03:08:00.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    NR
2022/02/01 03:08:02.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   41.6 %    LO   Recover
2022/02/01 03:08:08.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    NR
2022/02/01 03:08:11.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   40.9 %    LO   Recover
2022/02/01 03:08:12.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    NR
2022/02/01 03:08:17.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   41.0 %    LO   Recover
2022/02/01 03:08:19.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     NR
2022/02/01 03:08:25.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   32.1 %    LO
2022/02/01 03:08:27.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   32.3 %    LO
2022/02/01 03:08:30.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   32.6 %    LO
2022/02/01 03:08:31.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   32.3 %    LO
2022/02/01 03:08:41.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   39.9 %    LO   Recover
2022/02/01 03:08:43.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    NR
2022/02/01 03:08:44.090 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   40.8 %    LO   Recover
2022/02/01 03:08:45.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    NR
2022/02/01 03:08:45.090 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   39.9 %    LO   Recover
2022/02/01 03:08:48.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    NR
2022/02/01 03:08:52.290 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   40.2 %    LO   Recover
2022/02/01 03:08:55.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     NR
2022/02/01 03:08:55.290 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   33.6 %    LO
2022/02/01 03:08:59.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   33.8 %    LO
2022/02/01 03:09:02.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   34.0 %    LO
2022/02/01 03:09:04.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   33.8 %    LO
2022/02/01 03:09:06.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   41.2 %    LO   Recover
2022/02/01 03:09:08.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    NR
2022/02/01 03:09:11.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   41.9 %    LO   Recover
2022/02/01 03:09:18.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    NR
2022/02/01 03:09:38.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   42.0 %    LO   Recover
2022/02/01 03:09:40.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    NR
2022/02/01 03:09:43.090 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   41.7 %    LO   Recover
2022/02/01 03:09:44.090 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     NR
2022/02/01 03:09:57.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   32.6 %    LO
2022/02/01 03:09:58.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   32.8 %    LO
2022/02/01 03:10:05.340 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   33.0 %    LO
2022/02/01 03:10:08.340 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   32.8 %    LO
2022/02/01 03:10:31.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   38.4 %    LO   Recover
2022/02/01 03:10:32.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    NR
2022/02/01 03:10:33.290 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   38.7 %    LO   Recover
2022/02/01 03:10:35.290 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    NR
2022/02/01 03:10:36.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   38.9 %    LO   Recover
2022/02/01 03:10:38.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    NR
2022/02/01 03:10:39.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   38.6 %    LO   Recover
2022/02/01 03:10:41.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     NR
2022/02/01 03:10:48.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   32.7 %    LO
2022/02/01 03:10:56.040 +01:00,3:02:00,1051LI5303B,1051LI5303B  STEAM DRUM LEVEL Ch B    PV  =   33.1 %    LO
2022/02/01 03:11:01.040 +01:00,3:02:00,1051LI5303C,1051LI5303C  STEAM DRUM LEVEL Ch C    PV  =   33.0 %    LO
2022/02/01 03:11:02.040 +01:00,3:02:00,1051LI5303,1051LI5303   STEAM DRUM AVE-LEVEL     PV  =   32.9 %    LO
2022/02/01 03:11:10.040 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    PV  =   49.3 %    LO   Recover
2022/02/01 03:11:14.290 +01:00,3:02:00,1051LI5303A,1051LI5303A  STEAM DRUM LEVEL Ch A    NR
